SIRUTA,DENLOC,CODP,JUD,SIRSUP,TIP,NIV,MED,REGIUNE,FSJ,FSL
4847,MĂTIŞEŞTI,517348,1,4767,23,3,3,7,1,0150027700393
4856,NICULEŞTI,517349,1,4767,23,3,3,7,1,0150027700429
4865,PĂTRUŞEŞTI,517351,1,4767,23,3,3,7,1,0150027700455
4874,PETREASA,517352,1,4767,23,3,3,7,1,0150027700466
4883,PRELUCA,517353,1,4767,23,3,3,7,1,0150027700510
4892,TEIU,517354,1,4767,23,3,3,7,1,0150027700613
4909,TRIFEŞTI,517356,1,4767,23,3,3,7,1,0150027700630
4918,ZÂNZEŞTI,517357,1,4767,23,3,3,7,1,0150027700715
4927,IGHIU,0,1,10,3,2,3,7,1,0150028000000
4936,IGHIU,517360,1,4927,22,3,3,7,1,0150028300314
4945,BUCERDEA VINOASĂ,517361,1,4927,23,3,3,7,1,0150028700082
4954,IGHIEL,517362,1,4927,23,3,3,7,1,0150028700313
4963,ŞARD,517363,1,4927,23,3,3,7,1,0150028700586
4972,ŢELNA,517364,1,4927,23,3,3,7,1,0150028700635
4981,ÎNTREGALDE,0,1,10,3,2,3,7,1,0150029000000
4990,ÎNTREGALDE,517365,1,4981,22,3,3,7,1,0150029300330
5005,DEALU GEOAGIULUI,517366,1,4981,23,3,3,7,1,0150029700190
5014,GHIONCANI,517367,1,4981,23,3,3,7,1,0150029700273
5023,ILIEŞTI,517368,1,4981,23,3,3,7,1,0150029700316
5032,IVĂNIŞ,517369,1,4981,23,3,3,7,1,0150029700322
5041,MĂRINEŞTI,517371,1,4981,23,3,3,7,1,0150029700388
5050,MODOLEŞTI,517372,1,4981,23,3,3,7,1,0150029700406
5069,NECRILEŞTI,517373,1,4981,23,3,3,7,1,0150029700422
5078,POPEŞTI,517374,1,4981,23,3,3,7,1,0150029700503
5087,SFÂRCEA,517376,1,4981,23,3,3,7,1,0150029700563
5096,TECŞEŞTI,517377,1,4981,23,3,3,7,1,0150029700612
5103,JIDVEI,0,1,10,3,2,3,7,1,0150030000000
5112,JIDVEI,517385,1,5103,22,3,3,7,1,0150030300333
5121,BĂLCACIU,517386,1,5103,23,3,3,7,1,0150030700028
5130,CĂPÂLNA DE JOS,517387,1,5103,23,3,3,7,1,0150030700102
5149,FEISA,517388,1,5103,23,3,3,7,1,0150030700238
5158,VESEUŞ,517389,1,5103,23,3,3,7,1,0150030700699
5167,LIVEZILE,0,1,10,3,2,3,7,1,0150031000000
5176,LIVEZILE,517390,1,5167,22,3,3,7,1,0150031300349
5185,IZVOARELE,517391,1,5167,23,3,3,7,1,0150031700328
5194,POIANA AIUDULUI,517392,1,5167,23,3,3,7,1,0150031700489
5201,VĂLIŞOARA,517393,1,5167,23,3,3,7,1,0150031700685
5210,LOPADEA NOUĂ,0,1,10,3,2,3,7,1,0150032000000
5229,LOPADEA NOUĂ,517395,1,5210,22,3,3,7,1,0150032300352
5238,ASINIP,517396,1,5210,23,3,3,7,1,0150032700017
5256,BĂGĂU,517397,1,5210,23,3,3,7,1,0150032700026
5247,BEŢA,517398,1,5210,23,3,3,7,1,0150032700047
5265,CICÂRD,517399,1,5210,23,3,3,7,1,0150032700127
5274,CIUGUZEL,517401,1,5210,23,3,3,7,1,0150032700137
5283,OCNIŞOARA,517402,1,5210,23,3,3,7,1,0150032700435
5292,ODVEREM,517403,1,5210,23,3,3,7,1,0150032700438
5309,LUNCA MUREŞULUI,0,1,10,3,2,3,7,1,0150033000000
5318,LUNCA MUREŞULUI,517405,1,5309,22,3,3,7,1,0150033300367
5327,GURA ARIEŞULUI,517406,1,5309,23,3,3,7,1,0150033700284
5336,LUPŞA,0,1,10,3,2,3,7,1,0150034000000
5345,LUPŞA,517410,1,5336,22,3,3,7,1,0150034300371
5354,BÂRDEŞTI,517411,1,5336,23,3,3,7,1,0150034700036
5363,BÂRZAN,517412,1,5336,23,3,3,7,1,0150034700042
5372,CURMĂTURĂ,517413,1,5336,23,3,3,7,1,0150034700172
5381,DUPĂ DEAL,517414,1,5336,23,3,3,7,1,0150034700224
5390,GEAMĂNA,517416,1,5336,23,3,3,7,1,0150034700267
5407,HĂDĂRĂU,517417,1,5336,23,3,3,7,1,0150034700293
5416,HOLOBANI,517418,1,5336,23,3,3,7,1,0150034700305
5425,LAZURI,517419,1,5336,23,3,3,7,1,0150034700341
5434,LUNCA,517421,1,5336,23,3,3,7,1,0150034700357
5443,MĂNĂSTIRE,517422,1,5336,23,3,3,7,1,0150034700384
5452,MĂRGAIA,517423,1,5336,23,3,3,7,1,0150034700386
5461,MUŞCA,517424,1,5336,23,3,3,7,1,0150034700418
5489,PÂRÂU-CĂRBUNĂRI,517426,1,5336,23,3,3,7,1,0150034700461
5470,PIŢIGA,517427,1,5336,23,3,3,7,1,0150034700475
5498,POŞOGANI,517428,1,5336,23,3,3,7,1,0150034700508
5504,ŞASA,517429,1,5336,23,3,3,7,1,0150034700587
5513,TRIFEŞTI,517431,1,5336,23,3,3,7,1,0150034700629
5522,VALEA HOLHORII,517432,1,5336,23,3,3,7,1,0150034700657
5531,VALEA LUPŞII,517433,1,5336,23,3,3,7,1,0150034700662
5540,VALEA ŞESII,517434,1,5336,23,3,3,7,1,0150034700673
5559,VĂI,517436,1,5336,23,3,3,7,1,0150034700682
5568,VINŢA,517437,1,5336,23,3,3,7,1,0150034700707
5577,METEŞ,0,1,10,3,2,3,7,1,0150035000000
5586,METEŞ,517445,1,5577,22,3,3,7,1,0150035300399
5595,AMPOIŢA,517446,1,5577,23,3,3,7,1,0150035700012
5602,ISCA,517447,1,5577,23,3,3,7,1,0150035700321
5611,LUNCA AMPOIŢEI,517448,1,5577,23,3,3,7,1,0150035700359
5620,LUNCA METEŞULUI,517449,1,5577,23,3,3,7,1,0150035700366
5639,PĂDUREA,517451,1,5577,23,3,3,7,1,0150035700448
5648,POIANA AMPOIULUI,517452,1,5577,23,3,3,7,1,0150035700490
5657,POIANA URSULUI,517453,1,5577,23,3,3,7,1,0150035700492
5666,PRESACA AMPOIULUI,517454,1,5577,23,3,3,7,1,0150035700512
5675,REMETEA,517456,1,5577,23,3,3,7,1,0150035700527
5684,TĂUŢI,517457,1,5577,23,3,3,7,1,0150035700609
5693,VĂLENI,517458,1,5577,23,3,3,7,1,0150035700684
5700,MIHALŢ,0,1,10,3,2,3,7,1,0150036000000
5719,MIHALŢ,517465,1,5700,22,3,3,7,1,0150036300402
5728,CISTEI,517466,1,5700,23,3,3,7,1,0150036700131
5737,OBREJA,517467,1,5700,23,3,3,7,1,0150036700433
5746,ZĂRIEŞ,517468,1,5700,23,3,3,7,1,0150036700714
5755,MIRĂSLĂU,0,1,10,3,2,3,7,1,0150037000000
5764,MIRĂSLĂU,517470,1,5755,22,3,3,7,1,0150037300405
5773,CICĂU,517471,1,5755,23,3,3,7,1,0150037700126
5782,DECEA,517472,1,5755,23,3,3,7,1,0150037700196
5791,LOPADEA VECHE,517473,1,5755,23,3,3,7,1,0150037700353
5808,ORMENIŞ,517474,1,5755,23,3,3,7,1,0150037700446
5817,RACHIŞ,517476,1,5755,23,3,3,7,1,0150037700516
5826,MOGOŞ,0,1,10,3,2,3,7,1,0150038000000
5835,MOGOŞ,517480,1,5826,22,3,3,7,1,0150038300408
5844,BĂRBEŞTI,517481,1,5826,23,3,3,7,1,0150038700034
5853,BÂRLEŞTI,517482,1,5826,23,3,3,7,1,0150038700037
5862,BÂRLEŞTI-CĂTUN,517483,1,5826,23,3,3,7,1,0150038700040
5871,BÂRZOGANI,517484,1,5826,23,3,3,7,1,0150038700043
5880,BOCEŞTI,517486,1,5826,23,3,3,7,1,0150038700059
5899,BOGDĂNEŞTI,517487,1,5826,23,3,3,7,1,0150038700064
5906,BUTEŞTI,517488,1,5826,23,3,3,7,1,0150038700093
5915,COJOCANI,517489,1,5826,23,3,3,7,1,0150038700146
5924,CRISTEŞTI,517491,1,5826,23,3,3,7,1,0150038700165
5933,MĂMĂLIGANI,517492,1,5826,23,3,3,7,1,0150038700382
5942,NEGREŞTI,517493,1,5826,23,3,3,7,1,0150038700425
5951,ONCEŞTI,517494,1,5826,23,3,3,7,1,0150038700443
5960,POIENILE-MOGOŞ,517496,1,5826,23,3,3,7,1,0150038700497
5979,TOMEŞTI,517497,1,5826,23,3,3,7,1,0150038700620
5997,VALEA BARNII,517498,1,5826,23,3,3,7,1,0150038700646
5988,VALEA BÂRLUŢEŞTI,517499,1,5826,23,3,3,7,1,0150038700647
6002,VALEA COCEŞTI,517501,1,5826,23,3,3,7,1,0150038700653
6011,VALEA GIOGEŞTI,517502,1,5826,23,3,3,7,1,0150038700655
6020,VALEA MLACII,517503,1,5826,23,3,3,7,1,0150038700667
6039,VALEA ŢUPILOR,517504,1,5826,23,3,3,7,1,0150038700675
6048,NOŞLAC,0,1,10,3,2,3,7,1,0150043000000
6057,NOŞLAC,517515,1,6048,22,3,3,7,1,0150043300430
6066,CĂPTĂLAN,517516,1,6048,23,3,3,7,1,0150043700103
6075,COPAND,517517,1,6048,23,3,3,7,1,0150043700150
6084,GĂBUD,517518,1,6048,23,3,3,7,1,0150043700256
6093,STÂNA DE MUREŞ,517519,1,6048,23,3,3,7,1,0150043700577
6100,VALEA CIUCIULUI,517521,1,6048,23,3,3,7,1,0150043700652
6119,OCOLIŞ,0,1,10,3,2,3,7,1,0150044000000
6128,OCOLIŞ,517525,1,6119,22,3,3,7,1,0150044300437
6137,LUNCA LARGĂ,517526,1,6119,23,3,3,7,1,0150044700363
6146,RUNC,517527,1,6119,23,3,3,7,1,0150044700537
6155,VIDOLM,517528,1,6119,23,3,3,7,1,0150044700701
6164,OHABA,0,1,10,3,2,3,7,1,0150045000000
6173,OHABA,517530,1,6164,22,3,3,7,1,0150045300439
6182,COLIBI,517531,1,6164,23,3,3,7,1,0150045700148
6191,MĂGHIERAT,517532,1,6164,23,3,3,7,1,0150045700377
6208,SECĂŞEL,517533,1,6164,23,3,3,7,1,0150045700561
6217,PIANU,0,1,10,3,2,3,7,1,0150053000000
6226,PIANU DE SUS,517537,1,6217,22,3,3,7,1,0150053300472
6235,PIANU DE JOS,517536,1,6217,23,3,3,7,1,0150053700471
6244,PLAIURI,517538,1,6217,23,3,3,7,1,0150053700478
6253,PURCĂREŢI,517539,1,6217,23,3,3,7,1,0150053700514
6262,STRUNGARI,517541,1,6217,23,3,3,7,1,0150053700580
6271,POIANA VADULUI,0,1,10,3,2,3,7,1,0150054000000
6280,POIANA VADULUI,517545,1,6271,22,3,3,7,1,0150054300493
6299,COSTEŞTI,517546,1,6271,23,3,3,7,1,0150054700155
6306,DUDUIENI,517547,1,6271,23,3,3,7,1,0150054700215
6315,FĂGETU DE JOS,517548,1,6271,23,3,3,7,1,0150054700234
6324,FĂGETU DE SUS,517549,1,6271,23,3,3,7,1,0150054700235
6333,HĂNĂŞEŞTI,517551,1,6271,23,3,3,7,1,0150054700294
6342,LUPĂIEŞTI,517552,1,6271,23,3,3,7,1,0150054700370
6351,MORCĂNEŞTI,517553,1,6271,23,3,3,7,1,0150054700411
6360,PĂŞTEŞTI,517554,1,6271,23,3,3,7,1,0150054700452
6379,PETELEI,517556,1,6271,23,3,3,7,1,0150054700465
6388,STĂNEŞTI,517557,1,6271,23,3,3,7,1,0150054700574
6397,PONOR,0,1,10,3,2,3,7,1,0150055000000
6404,PONOR,517565,1,6397,22,3,3,7,1,0150055300501
6413,DUPA DEAL,517566,1,6397,23,3,3,7,1,0150055700223
6422,GEOGEL,517567,1,6397,23,3,3,7,1,0150055700269
6431,MĂCĂREŞTI,517568,1,6397,23,3,3,7,1,0150055700376
6459,VALE IN JOS,517569,1,6397,23,3,3,7,1,0150055700643
6440,VALEA BUCURULUI,517571,1,6397,23,3,3,7,1,0150055700649
6468,POŞAGA,0,1,10,3,2,3,7,1,0150056000000
6477,POŞAGA DE JOS,517581,1,6468,22,3,3,7,1,0150056300506
6486,CORŢEŞTI,517576,1,6468,23,3,3,7,1,0150056700154
6495,INCEŞTI,517577,1,6468,23,3,3,7,1,0150056700317
6501,LUNCA,517578,1,6468,23,3,3,7,1,0150056700358
6510,ORĂŞTI,517579,1,6468,23,3,3,7,1,0150056700444
6529,POŞAGA DE SUS,517582,1,6468,23,3,3,7,1,0150056700507
6538,SĂGAGEA,517583,1,6468,23,3,3,7,1,0150056700541
6547,RĂDEŞTI,0,1,10,3,2,3,7,1,0150057000000
6556,RĂDEŞTI,517585,1,6547,22,3,3,7,1,0150057300520
6565,LEORINŢ,517586,1,6547,23,3,3,7,1,0150057700345
6574,MEŞCREAC,517587,1,6547,23,3,3,7,1,0150057700398
6583,ŞOIMUŞ,517588,1,6547,23,3,3,7,1,0150057700594
6627,RÂMEŢ,0,1,10,3,2,3,7,1,0150058000000
6636,RÂMEŢ,517590,1,6627,22,3,3,7,1,0150058300525
6645,BOŢANI,517591,1,6627,23,3,3,7,1,0150058700074
6654,BRĂDEŞTI,517592,1,6627,23,3,3,7,1,0150058700077
6663,CHEIA,517593,1,6627,23,3,3,7,1,0150058700122
6672,COTORĂŞTI,517594,1,6627,23,3,3,7,1,0150058700159
6681,FLOREŞTI,517596,1,6627,23,3,3,7,1,0150058700248
6690,OLTENI,517597,1,6627,23,3,3,7,1,0150058700442
6707,VALEA FĂGETULUI,517598,1,6627,23,3,3,7,1,0150058700654
6716,VALEA INZELULUI,517599,1,6627,23,3,3,7,1,0150058700658
6725,VALEA MĂNĂSTIRII,517601,1,6627,23,3,3,7,1,0150058700665
6734,VALEA POIENII,517602,1,6627,23,3,3,7,1,0150058700671
6743,VALEA UZEI,517603,1,6627,23,3,3,7,1,0150058700677
6752,VLĂDEŞTI,517604,1,6627,23,3,3,7,1,0150058700709
6592,RIMETEA,0,1,10,3,2,3,7,1,0150059000000
6609,RIMETEA,517610,1,6592,22,3,3,7,1,0150059300528
6618,COLŢEŞTI,517611,1,6592,23,3,3,7,1,0150059700149
6930,ROŞIA DE SECAŞ,0,1,10,3,2,3,7,1,0150060000000
6949,ROŞA DE SECAŞ,517640,1,6930,22,3,3,7,1,0150060300531
6958,TĂU,517641,1,6930,23,3,3,7,1,0150060700606
6967,UNGUREI,517642,1,6930,23,3,3,7,1,0150060700639
6761,ROŞIA MONTANĂ,0,1,10,3,2,3,7,1,0150061000000
6770,ROŞIA MONTANĂ,517615,1,6761,22,3,3,7,1,0150061300533
6789,BĂLMOŞEŞTI,517616,1,6761,23,3,3,7,1,0150061700031
6798,BLIDEŞTI,517617,1,6761,23,3,3,7,1,0150061700056
6805,BUNTA,517618,1,6761,23,3,3,7,1,0150061700090
6814,CĂRPINIŞ,517619,1,6761,23,3,3,7,1,0150061700106
6823,COASTA HENŢII,517621,1,6761,23,3,3,7,1,0150061700141
6832,CORNA,517622,1,6761,23,3,3,7,1,0150061700151
6841,CURĂTURI,517623,1,6761,23,3,3,7,1,0150061700171
6850,DĂROAIA,517624,1,6761,23,3,3,7,1,0150061700177
6869,GÂRDA-BĂRBULEŞTI,517626,1,6761,23,3,3,7,1,0150061700265
6878,GURA ROŞIEI,517627,1,6761,23,3,3,7,1,0150061700288
6887,IACOBEŞTI,517628,1,6761,23,3,3,7,1,0150061700310
6896,IGNĂŢEŞTI,517629,1,6761,23,3,3,7,1,0150061700315
6903,ŞOAL,517631,1,6761,23,3,3,7,1,0150061700592
6912,ŢARINA,517632,1,6761,23,3,3,7,1,0150061700633
6921,VÂRTOP,517633,1,6761,23,3,3,7,1,0150061700697
6976,SĂLCIUA,0,1,10,3,2,3,7,1,0150062000000
6985,SĂLCIUA DE JOS,517648,1,6976,22,3,3,7,1,0150062300544
6994,DEALU CASELOR,517646,1,6976,23,3,3,7,1,0150062700184
7008,DUMEŞTI,517647,1,6976,23,3,3,7,1,0150062700221
7017,SĂLCIUA DE SUS,517649,1,6976,23,3,3,7,1,0150062700545
7026,SUB PIATRĂ,517651,1,6976,23,3,3,7,1,0150062700582
7035,VALEA LARGĂ,517652,1,6976,23,3,3,7,1,0150062700659
7044,SĂLIŞTEA,0,1,10,3,2,3,7,1,0150063000000
7053,SĂLIŞTEA,517655,1,7044,22,3,3,7,1,0150063300546
7062,MĂRGINENI,517656,1,7044,23,3,3,7,1,0150063700387
7071,SĂLIŞTEA-DEAL,517657,1,7044,23,3,3,7,1,0150063700547
7080,TĂRTĂRIA,517658,1,7044,23,3,3,7,1,0150063700604
7099,SĂSCIORI,0,1,10,3,2,3,7,1,0150064000000
7106,SĂSCIORI,517660,1,7099,22,3,3,7,1,0150064300549
7115,CĂPÂLNA,517661,1,7099,23,3,3,7,1,0150064700101
7124,DUMBRAVA,517662,1,7099,23,3,3,7,1,0150064700218
7133,LAZ,517663,1,7099,23,3,3,7,1,0150064700339
7142,LOMAN,517664,1,7099,23,3,3,7,1,0150064700351
7151,PLEŞI,517666,1,7099,23,3,3,7,1,0150064700481
7160,RĂCHITA,517667,1,7099,23,3,3,7,1,0150064700519
7179,SEBEŞEL,517668,1,7099,23,3,3,7,1,0150064700559
7188,TONEA,517669,1,7099,23,3,3,7,1,0150064700624
7348,SÂNCEL,0,1,10,3,2,3,7,1,0150065000000
7357,SÂNCEL,517670,1,7348,22,3,3,7,1,0150065300551
7366,ICLOD,517671,1,7348,23,3,3,7,1,0150065700312
7375,PĂNADE,517672,1,7348,23,3,3,7,1,0150065700450
7384,SÂNTIMBRU,0,1,10,3,2,3,7,1,0150066000000
7393,SÂNTIMBRU,517675,1,7384,22,3,3,7,1,0150066300555
7400,COŞLARIU,517676,1,7384,23,3,3,7,1,0150066700157
7419,DUMITRA,517677,1,7384,23,3,3,7,1,0150066700222
7428,GALTIU,517678,1,7384,23,3,3,7,1,0150066700255
7437,TOTOI,517679,1,7384,23,3,3,7,1,0150066700625
7197,SCĂRIŞOARA,0,1,10,3,2,3,7,1,0150067000000
7204,SCĂRIŞOARA,517680,1,7197,22,3,3,7,1,0150067300556
7213,BÂRLEŞTI,517681,1,7197,23,3,3,7,1,0150067700039
7222,BOTEŞTI,517682,1,7197,23,3,3,7,1,0150067700073
7231,FAŢA-LĂZEŞTI,517683,1,7197,23,3,3,7,1,0150067700232
7240,FLOREŞTI,517684,1,7197,23,3,3,7,1,0150067700247
7259,LĂZEŞTI,517686,1,7197,23,3,3,7,1,0150067700343
7268,LESPEZEA,517687,1,7197,23,3,3,7,1,0150067700346
7277,MAŢEI,517688,1,7197,23,3,3,7,1,0150067700375
7286,NEGEŞTI,517689,1,7197,23,3,3,7,1,0150067700424
7295,PRELUCĂ,517691,1,7197,23,3,3,7,1,0150067700511
7302,RUNC,517692,1,7197,23,3,3,7,1,0150067700534
7311,SFOARTEA,517693,1,7197,23,3,3,7,1,0150067700564
7320,ŞTIULEŢI,517694,1,7197,23,3,3,7,1,0150067700601
7339,TRÂNCEŞTI,517696,1,7197,23,3,3,7,1,0150067700628
7446,SOHODOL,0,1,10,3,2,3,7,1,0150068000000
7455,SOHODOL,517700,1,7446,22,3,3,7,1,0150068300571
7464,BĂZEŞTI,517701,1,7446,23,3,3,7,1,0150068700035
7473,BILĂNEŞTI,517702,1,7446,23,3,3,7,1,0150068700051
7482,BOBĂREŞTI,517703,1,7446,23,3,3,7,1,0150068700058
7491,BRĂDEANA,517704,1,7446,23,3,3,7,1,0150068700076
7507,BURZONEŞTI,517706,1,7446,23,3,3,7,1,0150068700092
7516,DEONCEŞTI,517707,1,7446,23,3,3,7,1,0150068700198
7525,DILIMANI,517708,1,7446,23,3,3,7,1,0150068700200
7534,FURDUIEŞTI,517709,1,7446,23,3,3,7,1,0150068700249
7543,GURA SOHODOL,517711,1,7446,23,3,3,7,1,0150068700289
7552,HOANCĂ,517712,1,7446,23,3,3,7,1,0150068700302
7561,JOLDIŞEŞTI,517713,1,7446,23,3,3,7,1,0150068700335
7570,LAZURI,517714,1,7446,23,3,3,7,1,0150068700340
7589,LEHEŞTI,517716,1,7446,23,3,3,7,1,0150068700344
7598,LUMINEŞTI,517717,1,7446,23,3,3,7,1,0150068700354
7605,MEDREŞTI,517718,1,7446,23,3,3,7,1,0150068700394
7614,MORĂREŞTI,517719,1,7446,23,3,3,7,1,0150068700410
7623,MUNEŞTI,517721,1,7446,23,3,3,7,1,0150068700415
7632,NĂPĂIEŞTI,517722,1,7446,23,3,3,7,1,0150068700421
7641,NELEGEŞTI,517723,1,7446,23,3,3,7,1,0150068700426
7650,NICOREŞTI,517724,1,7446,23,3,3,7,1,0150068700428
7669,PELEŞ,517726,1,7446,23,3,3,7,1,0150068700462
7678,POIANA,517727,1,7446,23,3,3,7,1,0150068700488
7687,ROBEŞTI,517728,1,7446,23,3,3,7,1,0150068700529
7712,SEBIŞEŞTI,517729,1,7446,23,3,3,7,1,0150068700560
7696,SICOIEŞTI,517731,1,7446,23,3,3,7,1,0150068700565
7703,SURDEŞTI,517732,1,7446,23,3,3,7,1,0150068700584
7721,ŞIMOCEŞTI,517733,1,7446,23,3,3,7,1,0150068700591
7730,ŢOCI,517734,1,7446,23,3,3,7,1,0150068700618
7749,VALEA VERDE,517736,1,7446,23,3,3,7,1,0150068700678
7758,VLĂDOŞEŞTI,517737,1,7446,23,3,3,7,1,0150068700710
7767,STREMŢ,0,1,10,3,2,3,7,1,0150069000000
7776,STREMŢ,517745,1,7767,22,3,3,7,1,0150069300579
7785,FAŢA PIETRII,517746,1,7767,23,3,3,7,1,0150069700231
7794,GEOAGIU DE SUS,517747,1,7767,23,3,3,7,1,0150069700268
7801,GEOMAL,517748,1,7767,23,3,3,7,1,0150069700270
7810,ŞIBOT,0,1,10,3,2,3,7,1,0150070000000
7829,ŞIBOT,517750,1,7810,22,3,3,7,1,0150070300589
7838,BALOMIRU DE CÂMP,517751,1,7810,23,3,3,7,1,0150070700023
7847,BĂCĂINŢI,517752,1,7810,23,3,3,7,1,0150070700024
7856,SĂRĂCSĂU,517753,1,7810,23,3,3,7,1,0150070700548
7865,ŞONA,0,1,10,3,2,3,7,1,0150071000000
7874,ŞONA,517755,1,7865,22,3,3,7,1,0150071300595
7883,ALECUŞ,517756,1,7865,23,3,3,7,1,0150071700009
7892,BIIA,517757,1,7865,23,3,3,7,1,0150071700050
7909,DOPTĂU,517758,1,7865,23,3,3,7,1,0150071700206
7918,LUNCA TÂRNAVEI,517759,1,7865,23,3,3,7,1,0150071700368
7927,SÂNMICLĂUŞ,517761,1,7865,23,3,3,7,1,0150071700553
7936,VALEA SASULUI,517762,1,7865,23,3,3,7,1,0150071700672
7945,ŞPRING,0,1,10,3,2,3,7,1,0150072000000
7954,ŞPRING,517765,1,7945,22,3,3,7,1,0150072300597
7963,CARPEN,517766,1,7945,23,3,3,7,1,0150072700096
7972,CARPENII DE SUS,517767,1,7945,23,3,3,7,1,0150072700097
7981,CUNŢA,517768,1,7945,23,3,3,7,1,0150072700170
7990,DRAŞOV,517769,1,7945,23,3,3,7,1,0150072700211
8005,VINGARD,517771,1,7945,23,3,3,7,1,0150072700706
8014,ŞUGAG,0,1,10,3,2,3,7,1,0150073000000
8023,ŞUGAG,517775,1,8014,22,3,3,7,1,0150073300602
8032,ARŢI,517776,1,8014,23,3,3,7,1,0150073700016
8041,BÂRSANA,517777,1,8014,23,3,3,7,1,0150073700041
8050,DOBRA,517778,1,8014,23,3,3,7,1,0150073700201
8069,JIDOŞTINA,517779,1,8014,23,3,3,7,1,0150073700332
8078,MĂRTINIE,517781,1,8014,23,3,3,7,1,0150073700390
8087,TĂU BISTRA,517782,1,8014,23,3,3,7,1,0150073700607
8158,UNIREA,0,1,10,3,2,3,7,1,0150074000000
8167,UNIREA,517785,1,8158,22,3,3,7,1,0150074300640
8176,CIUGUDU DE JOS,517786,1,8158,23,3,3,7,1,0150074700135
8185,CIUGUDU DE SUS,517787,1,8158,23,3,3,7,1,0150074700136
8194,DUMBRAVA,517788,1,8158,23,3,3,7,1,0150074700217
8201,INOC,517789,1,8158,23,3,3,7,1,0150074700319
8210,MĂHĂCENI,517791,1,8158,23,3,3,7,1,0150074700381
8229,VADU MOŢILOR,0,1,10,3,2,3,7,1,0150075000000
8238,VADU MOŢILOR,517795,1,8229,22,3,3,7,1,0150075300642
8247,BODEŞTI,517796,1,8229,23,3,3,7,1,0150075700061
8256,BURZEŞTI,517797,1,8229,23,3,3,7,1,0150075700091
8265,DEALU FRUMOS,517798,1,8229,23,3,3,7,1,0150075700188
8274,LĂZEŞTI,517799,1,8229,23,3,3,7,1,0150075700342
8283,NECŞEŞTI,517801,1,8229,23,3,3,7,1,0150075700423
8292,PODURI-BRICEŞTI,517802,1,8229,23,3,3,7,1,0150075700485
8309,POPEŞTII DE JOS,517803,1,8229,23,3,3,7,1,0150075700504
8318,POPEŞTII DE SUS,517804,1,8229,23,3,3,7,1,0150075700505
8327,TOMUŢEŞTI,517806,1,8229,23,3,3,7,1,0150075700623
8336,TOŢEŞTI,517807,1,8229,23,3,3,7,1,0150075700626
8345,VÂLTORI,517808,1,8229,23,3,3,7,1,0150075700691
8354,VALEA LUNGĂ,0,1,10,3,2,3,7,1,0150076000000
8363,VALEA LUNGĂ,517815,1,8354,22,3,3,7,1,0150076300661
8372,FĂGET,517816,1,8354,23,3,3,7,1,0150076700233
8381,GLOGOVEŢ,517817,1,8354,23,3,3,7,1,0150076700278
8390,LODROMAN,517818,1,8354,23,3,3,7,1,0150076700350
8407,LUNCA,517819,1,8354,23,3,3,7,1,0150076700356
8416,TĂUNI,517821,1,8354,23,3,3,7,1,0150076700608
8425,VIDRA,0,1,10,3,2,3,7,1,0150077000000
8434,VIDRA,517825,1,8425,22,3,3,7,1,0150077300702
8443,BĂI,517826,1,8425,23,3,3,7,1,0150077700027
8452,BOBĂREŞTI,517827,1,8425,23,3,3,7,1,0150077700057
8461,BOGDĂNEŞTI,517828,1,8425,23,3,3,7,1,0150077700063
8470,BORDEŞTII POIENI,517829,1,8425,23,3,3,7,1,0150077700069
8489,CULDEŞTI,517831,1,8425,23,3,3,7,1,0150077700169
8498,DEALU GOIEŞTI,517832,1,8425,23,3,3,7,1,0150077700191
8504,DOS,517833,1,8425,23,3,3,7,1,0150077700207
8513,DOSU LUNCII,517834,1,8425,23,3,3,7,1,0150077700208
8522,DOSU VĂSEŞTI,517836,1,8425,23,3,3,7,1,0150077700209
8531,DRĂGOIEŞTI-LUNCĂ,517837,1,8425,23,3,3,7,1,0150077700212
8540,FICĂREŞTI,517838,1,8425,23,3,3,7,1,0150077700243
8559,GLIGOREŞTI,517839,1,8425,23,3,3,7,1,0150077700276
8568,GOIEŞTI,517841,1,8425,23,3,3,7,1,0150077700280
8577,HAIDUCEŞTI,517842,1,8425,23,3,3,7,1,0150077700290
8586,HĂRĂŞTI,517843,1,8425,23,3,3,7,1,0150077700296
8595,HOANCĂ,517844,1,8425,23,3,3,7,1,0150077700301
8602,JEFLEŞTI,517846,1,8425,23,3,3,7,1,0150077700331
8611,LUNCA,517847,1,8425,23,3,3,7,1,0150077700355
8620,LUNCA BISERICII,517848,1,8425,23,3,3,7,1,0150077700360
8639,LUNCA DE JOS,517852,1,8425,23,3,3,7,1,0150077700361
8648,LUNCA GOIEŞTI,517849,1,8425,23,3,3,7,1,0150077700362
8657,LUNCA VESEŞTI,517851,1,8425,23,3,3,7,1,0150077700369
8666,MODOLEŞTI,517853,1,8425,23,3,3,7,1,0150077700407
8675,NEMEŞI,517854,1,8425,23,3,3,7,1,0150077700427
8684,OIDEŞTI,517856,1,8425,23,3,3,7,1,0150077700440
8693,PITĂRCEŞTI,517857,1,8425,23,3,3,7,1,0150077700474
8700,PLEŞCUŢA,517858,1,8425,23,3,3,7,1,0150077700479
8719,POIENI,517859,1,8425,23,3,3,7,1,0150077700495
8728,PONOREL,517861,1,8425,23,3,3,7,1,0150077700502
8737,PUIULEŢEŞTI,517862,1,8425,23,3,3,7,1,0150077700513
