SIRUTA,DENLOC,CODP,JUD,SIRSUP,TIP,NIV,MED,REGIUNE,FSJ,FSL
28594,SĂRSIG,417186,5,28530,23,3,3,6,5,0550376702436
28601,SÂNLAZĂR,417187,5,28530,23,3,3,6,5,0550376702441
28665,CIUMEGHIU,0,5,56,3,2,3,6,5,0550377000000
28674,CIUMEGHIU,417195,5,28665,22,3,3,6,5,0550377302204
28683,BOIU,417196,5,28665,23,3,3,6,5,0550377702136
28692,GHIORAC,417197,5,28665,23,3,3,6,5,0550377702274
28763,COCIUBA MARE,0,5,56,3,2,3,6,5,0550378000000
28772,COCIUBA MARE,417200,5,28763,22,3,3,6,5,0550378302206
28781,CĂRĂSĂU,417201,5,28763,23,3,3,6,5,0550378702173
28790,CHEŞA,417202,5,28763,23,3,3,6,5,0550378702189
28807,PETID,417203,5,28763,23,3,3,6,5,0550378702377
28816,COPĂCEL,0,5,56,3,2,3,6,5,0550379000000
28825,COPĂCEL,417205,5,28816,22,3,3,6,5,0550379302212
28834,BUCUROAIA,417206,5,28816,23,3,3,6,5,0550379702151
28843,CHIJIC,417207,5,28816,23,3,3,6,5,0550379702192
28852,POIANA TĂŞAD,417208,5,28816,23,3,3,6,5,0550379702390
28861,SĂRAND,417209,5,28816,23,3,3,6,5,0550379702435
28870,SURDUC,417211,5,28816,23,3,3,6,5,0550379702470
28889,CRIŞTIORU DE JOS,0,5,56,3,2,3,6,5,0550380000000
28898,CRIŞTIORU DE JOS,417215,5,28889,22,3,3,6,5,0550380302224
28905,BÂLC,417216,5,28889,23,3,3,6,5,0550380702121
28914,CRIŞTIORU DE SUS,417217,5,28889,23,3,3,6,5,0550380702225
28923,POIANA,417218,5,28889,23,3,3,6,5,0550380702389
28932,SĂLIŞTE DE VAŞCĂU,417219,5,28889,23,3,3,6,5,0550380702434
28941,CURĂŢELE,0,5,56,3,2,3,6,5,0550381000000
28950,CURĂŢELE,417220,5,28941,22,3,3,6,5,0550381302229
28969,BEIUŞELE,417221,5,28941,23,3,3,6,5,0550381702123
28978,CRESUIA,417222,5,28941,23,3,3,6,5,0550381702223
28987,NIMĂIEŞTI,417223,5,28941,23,3,3,6,5,0550381702352
28996,POCIOVELIŞTE,417224,5,28941,23,3,3,6,5,0550381702384
29001,CURTUIŞENI,0,5,56,3,2,3,6,5,0550382000000
29010,CURTUIŞENI,417225,5,29001,22,3,3,6,5,0550382302230
29029,VĂŞAD,417226,5,29001,23,3,3,6,5,0550382702544
29038,DERNA,0,5,56,3,2,3,6,5,0550383000000
29047,DERNA,417230,5,29038,22,3,3,6,5,0550383302235
29056,DERNIŞOARA,417231,5,29038,23,3,3,6,5,0550383702236
29065,SACALASĂU,417232,5,29038,23,3,3,6,5,0550383702415
29074,SACALASĂU NOU,417233,5,29038,23,3,3,6,5,0550383702416
29083,TRIA,417234,5,29038,23,3,3,6,5,0550383702513
29092,DIOSIG,0,5,56,3,2,3,6,5,0550384000000
29109,DIOSIG,417235,5,29092,22,3,3,6,5,0550384302239
29118,IANCA,417236,5,29092,23,3,3,6,5,0550384702306
29154,DOBREŞTI,0,5,56,3,2,3,6,5,0550385000000
29163,DOBREŞTI,417240,5,29154,22,3,3,6,5,0550385302240
29172,CORNIŞEŞTI,417241,5,29154,23,3,3,6,5,0550385702217
29181,CRÂNCEŞTI,417242,5,29154,23,3,3,6,5,0550385702221
29190,HIDIŞEL,417243,5,29154,23,3,3,6,5,0550385702291
29207,LUNCASPRIE,417244,5,29154,23,3,3,6,5,0550385702332
29216,RĂCAŞ,417246,5,29154,23,3,3,6,5,0550385702400
29225,TOPA DE JOS,417247,5,29154,23,3,3,6,5,0550385702509
29234,TOPA DE SUS,417248,5,29154,23,3,3,6,5,0550385702510
29243,DRĂGĂNEŞTI,0,5,56,3,2,3,6,5,0550386000000
29252,DRĂGĂNEŞTI,417250,5,29243,22,3,3,6,5,0550386302243
29261,BELEJENI,417251,5,29243,23,3,3,6,5,0550386702124
29270,GRĂDINARI,417252,5,29243,23,3,3,6,5,0550386702280
29289,LIVADA BEIUŞULUI,417253,5,29243,23,3,3,6,5,0550386702325
29298,MIZIEŞ,417254,5,29243,23,3,3,6,5,0550386702348
32219,PĂCĂLEŞTI,417255,5,29243,23,3,3,6,5,0550386702368
29305,PĂNTĂŞEŞTI,417256,5,29243,23,3,3,6,5,0550386702372
29314,ŞEBIŞ,417257,5,29243,23,3,3,6,5,0550386702473
29323,TALPE,417258,5,29243,23,3,3,6,5,0550386702487
29332,ŢIGĂNEŞTII DE BEIUŞ,417259,5,29243,23,3,3,6,5,0550386702516
29341,DRĂGEŞTI,0,5,56,3,2,3,6,5,0550387000000
29350,DRĂGEŞTI,417260,5,29341,22,3,3,6,5,0550387302244
29369,DICĂNEŞTI,417261,5,29341,23,3,3,6,5,0550387702237
29378,STRACOŞ,417262,5,29341,23,3,3,6,5,0550387702464
29387,TĂŞAD,417263,5,29341,23,3,3,6,5,0550387702495
29396,TOPEŞTI,417264,5,29341,23,3,3,6,5,0550387702511
29403,FINIŞ,0,5,56,3,2,3,6,5,0550388000000
29412,FINIŞ,417265,5,29403,22,3,3,6,5,0550388302259
29421,BRUSTURI,417266,5,29403,23,3,3,6,5,0550388702149
29430,FIZIŞ,417267,5,29403,23,3,3,6,5,0550388702260
29449,IOANIŞ,417268,5,29403,23,3,3,6,5,0550388702311
29458,ŞUNCUIŞ,417269,5,29403,23,3,3,6,5,0550388702483
32195,GEPIU,0,5,56,3,2,3,6,5,0550389000000
28291,GEPIU,417149,5,32195,22,3,3,6,5,0550389302269
28282,BICACI,417148,5,32195,23,3,3,6,5,0550389702129
29467,GIRIŞU DE CRIŞ,0,5,56,3,2,3,6,5,0550390000000
29476,GIRIŞU DE CRIŞ,417270,5,29467,22,3,3,6,5,0550390302276
29494,TĂRIAN,417272,5,29467,23,3,3,6,5,0550390702494
29519,HIDIŞELU DE SUS,0,5,56,3,2,3,6,5,0550391000000
29528,HIDIŞELU DE SUS,417275,5,29519,22,3,3,6,5,0550391302293
29537,HIDIŞELU DE JOS,417276,5,29519,23,3,3,6,5,0550391702292
29546,MIERLĂU,417277,5,29519,23,3,3,6,5,0550391702343
29555,SÂNTELEC,417278,5,29519,23,3,3,6,5,0550391702448
29564,ŞUMUGIU,417279,5,29519,23,3,3,6,5,0550391702482
29573,HOLOD,0,5,56,3,2,3,6,5,0550392000000
29582,HOLOD,417280,5,29573,22,3,3,6,5,0550392302298
29591,DUMBRAVA,417281,5,29573,23,3,3,6,5,0550392702246
29608,DUMBRĂVIŢA,417282,5,29573,23,3,3,6,5,0550392702248
29617,FOROSIG,417283,5,29573,23,3,3,6,5,0550392702264
29626,HODIŞ,417284,5,29573,23,3,3,6,5,0550392702295
29635,LUPOAIA,417286,5,29573,23,3,3,6,5,0550392702334
29644,VALEA MARE DE CODRU,417287,5,29573,23,3,3,6,5,0550392702532
29653,VINTERE,417288,5,29573,23,3,3,6,5,0550392702548
29662,HUSASĂU DE TINCA,0,5,56,3,2,3,6,5,0550393000000
29671,HUSASĂU DE TINCA,417290,5,29662,22,3,3,6,5,0550393302303
29680,FONĂU,417291,5,29662,23,3,3,6,5,0550393702262
29699,MIERSIG,417292,5,29662,23,3,3,6,5,0550393702344
29706,OŞAND,417293,5,29662,23,3,3,6,5,0550393702362
29715,SITITELEC,417294,5,29662,23,3,3,6,5,0550393702457
29724,INEU,0,5,56,3,2,3,6,5,0550394000000
29733,INEU,417295,5,29724,22,3,3,6,5,0550394302310
29742,BOTEAN,417296,5,29724,23,3,3,6,5,0550394702143
29751,HUSASĂU DE CRIŞ,417297,5,29724,23,3,3,6,5,0550394702302
29760,LAZURI DE BEIUŞ,0,5,56,3,2,3,6,5,0550395000000
29779,LAZURI DE BEIUŞ,417300,5,29760,22,3,3,6,5,0550395302320
29788,BĂLENI,417301,5,29760,23,3,3,6,5,0550395702118
29797,CUSUIUŞ,417302,5,29760,23,3,3,6,5,0550395702231
29804,HINCHIRIŞ,417303,5,29760,23,3,3,6,5,0550395702294
29813,LĂZĂRENI,0,5,56,3,2,3,6,5,0550396000000
29822,LĂZĂRENI,417305,5,29813,22,3,3,6,5,0550396302321
29831,BICĂCEL,417306,5,29813,23,3,3,6,5,0550396702130
29840,CALEA MARE,417307,5,29813,23,3,3,6,5,0550396702163
29859,CĂRĂNDENI,417308,5,29813,23,3,3,6,5,0550396702171
29868,CĂRĂNZEL,417309,5,29813,23,3,3,6,5,0550396702172
29877,GEPIŞ,417311,5,29813,23,3,3,6,5,0550396702268
29886,GRUILUNG,417312,5,29813,23,3,3,6,5,0550396702282
29895,MIHELEU,417313,5,29813,23,3,3,6,5,0550396702346
29902,LUGAŞU DE JOS,0,5,56,3,2,3,6,5,0550397000000
29911,LUGAŞU DE JOS,417315,5,29902,22,3,3,6,5,0550397302329
29920,LUGAŞU DE SUS,417316,5,29902,23,3,3,6,5,0550397702330
29939,URVIND,417317,5,29902,23,3,3,6,5,0550397702523
29948,LUNCA,0,5,56,3,2,3,6,5,0550398000000
29957,LUNCA,417320,5,29948,22,3,3,6,5,0550398302331
29966,BRIHENI,417321,5,29948,23,3,3,6,5,0550398702147
29975,HOTĂREL,417322,5,29948,23,3,3,6,5,0550398702301
29993,SÂRBEŞTI,417323,5,29948,23,3,3,6,5,0550398702451
29984,SEGHIŞTE,417324,5,29948,23,3,3,6,5,0550398702453
30005,ŞUŞTIU,417326,5,29948,23,3,3,6,5,0550398702485
30014,MĂDĂRAS,0,5,56,3,2,3,6,5,0550399000000
30023,MĂDĂRAS,417330,5,30014,22,3,3,6,5,0550399302338
30032,HOMOROG,417331,5,30014,23,3,3,6,5,0550399702299
30041,IANOŞDA,417332,5,30014,23,3,3,6,5,0550399702307
30050,MARŢIHAZ,417333,5,30014,23,3,3,6,5,0550399702337
30069,MĂGEŞTI,0,5,56,3,2,3,6,5,0550400000000
30078,MĂGEŞTI,417335,5,30069,22,3,3,6,5,0550400302339
30087,BUTANI,417336,5,30069,23,3,3,6,5,0550400702159
30096,CACUCIU NOU,417337,5,30069,23,3,3,6,5,0550400702160
30103,DOBRICIONEŞTI,417338,5,30069,23,3,3,6,5,0550400702241
30112,GĂLĂŞENI,417339,5,30069,23,3,3,6,5,0550400702267
30121,JOSANI,417341,5,30069,23,3,3,6,5,0550400702316
30130,ORTITEAG,417342,5,30069,23,3,3,6,5,0550400702360
30149,NOJORID,0,5,56,3,2,3,6,5,0550405000000
30158,NOJORID,417345,5,30149,22,3,3,6,5,0550405302354
30167,APATEU,417346,5,30149,23,3,3,6,5,0550405702106
30176,CHIŞIRID,417347,5,30149,23,3,3,6,5,0550405702198
30185,LEŞ,417348,5,30149,23,3,3,6,5,0550405702324
30194,LIVADA DE BIHOR,417349,5,30149,23,3,3,6,5,0550405702326
30201,PĂUŞA,417351,5,30149,23,3,3,6,5,0550405702374
30210,ŞAUAIEU,417352,5,30149,23,3,3,6,5,0550405702472
30229,OLCEA,0,5,56,3,2,3,6,5,0550406000000
30238,OLCEA,417355,5,30229,22,3,3,6,5,0550406302357
30247,CĂLACEA,417356,5,30229,23,3,3,6,5,0550406702166
30256,HODIŞEL,417357,5,30229,23,3,3,6,5,0550406702296
30265,UCURIŞ,417358,5,30229,23,3,3,6,5,0550406702518
30274,OŞORHEI,0,5,56,3,2,3,6,5,0550413000000
30283,OŞORHEI,417360,5,30274,22,3,3,6,5,0550413302363
30292,ALPAREA,417361,5,30274,23,3,3,6,5,0550413702104
30309,CHERIU,417362,5,30274,23,3,3,6,5,0550413702188
30318,FELCHERIU,417363,5,30274,23,3,3,6,5,0550413702256
30327,FUGHIU,417364,5,30274,23,3,3,6,5,0550413702265
32161,PALEU,0,5,56,3,2,3,6,5,0550414000000
28433,PALEU,417166,5,32161,22,3,3,6,5,0550414302365
28442,SĂLDĂBAGIU DE MUNTE,417167,5,32161,23,3,3,6,5,0550414702430
28488,UILEACU DE MUNTE,417172,5,32161,23,3,3,6,5,0550414702521
27169,PETREU,0,5,56,3,2,3,6,5,0550415000000
27203,PETREU,417018,5,27169,22,3,3,6,5,0550415302380
27178,ABRĂMUŢ,417015,5,27169,23,3,3,6,5,0550415702096
27187,CRESTUR,417016,5,27169,23,3,3,6,5,0550415702222
27196,FĂNCICA,417017,5,27169,23,3,3,6,5,0550415702251
30336,PIETROASA,0,5,56,3,2,3,6,5,0550416000000
30345,PIETROASA,417365,5,30336,22,3,3,6,5,0550416302383
30354,CHIŞCĂU,417366,5,30336,23,3,3,6,5,0550416702197
30363,COCIUBA MICĂ,417367,5,30336,23,3,3,6,5,0550416702207
30372,GIULEŞTI,417368,5,30336,23,3,3,6,5,0550416702278
30381,GURANI,417369,5,30336,23,3,3,6,5,0550416702283
30390,MĂGURA,417371,5,30336,23,3,3,6,5,0550416702340
30407,MOŢEŞTI,417372,5,30336,23,3,3,6,5,0550416702349
30416,POCOLA,0,5,56,3,2,3,6,5,0550417000000
30425,POCOLA,417375,5,30416,22,3,3,6,5,0550417302387
30434,FENERIŞ,417376,5,30416,23,3,3,6,5,0550417702257
30443,PETRANI,417377,5,30416,23,3,3,6,5,0550417702378
30452,POIETARI,417378,5,30416,23,3,3,6,5,0550417702393
30461,SÂNMARTIN DE BEIUŞ,417379,5,30416,23,3,3,6,5,0550417702443
30470,POMEZEU,0,5,56,3,2,3,6,5,0550418000000
30489,POMEZEU,417380,5,30470,22,3,3,6,5,0550418302394
30498,CÂMPANI DE POMEZEU,417381,5,30470,23,3,3,6,5,0550418702178
30504,COŞDENI,417382,5,30470,23,3,3,6,5,0550418702219
30513,HIDIŞ,417383,5,30470,23,3,3,6,5,0550418702290
30522,LACU SĂRAT,417384,5,30470,23,3,3,6,5,0550418702318
30531,SITANI,417386,5,30470,23,3,3,6,5,0550418702456
30540,SPINUŞ DE POMEZEU,417387,5,30470,23,3,3,6,5,0550418702462
30559,VĂLANI DE POMEZEU,417388,5,30470,23,3,3,6,5,0550418702538
30568,POPEŞTI,0,5,56,3,2,3,6,5,0550419000000
30577,POPEŞTI,417390,5,30568,22,3,3,6,5,0550419302396
30586,BISTRA,417391,5,30568,23,3,3,6,5,0550419702133
30595,BUDOI,417392,5,30568,23,3,3,6,5,0550419702152
30602,CUZAP,417393,5,30568,23,3,3,6,5,0550419702232
30611,VARVIZ,417394,5,30568,23,3,3,6,5,0550419702536
30620,VĂRZARI,417396,5,30568,23,3,3,6,5,0550419702541
30639,VOIVOZI,417397,5,30568,23,3,3,6,5,0550419702549
30648,RĂBĂGANI,0,5,56,3,2,3,6,5,0550420000000
30657,RĂBĂGANI,417400,5,30648,22,3,3,6,5,0550420302399
30666,ALBEŞTI,417401,5,30648,23,3,3,6,5,0550420702098
30675,BRĂTEŞTI,417402,5,30648,23,3,3,6,5,0550420702146
30693,SALIŞTE DE POMEZEU,417403,5,30648,23,3,3,6,5,0550420702417
30684,SĂUCANI,417404,5,30648,23,3,3,6,5,0550420702437
30700,VĂRĂŞENI,417406,5,30648,23,3,3,6,5,0550420702540
30719,REMETEA,0,5,56,3,2,3,6,5,0550421000000
30728,REMETEA,417410,5,30719,22,3,3,6,5,0550421302403
30737,DRĂGOTENI,417411,5,30719,23,3,3,6,5,0550421702245
30746,MEZIAD,417412,5,30719,23,3,3,6,5,0550421702341
30755,PETREASA,417413,5,30719,23,3,3,6,5,0550421702379
30764,ŞOIMUŞ,417414,5,30719,23,3,3,6,5,0550421702460
30773,RIENI,0,5,56,3,2,3,6,5,0550422000000
30782,RIENI,417415,5,30773,22,3,3,6,5,0550422302405
30791,CUCUCENI,417416,5,30773,23,3,3,6,5,0550422702227
30808,GHIGHIŞENI,417417,5,30773,23,3,3,6,5,0550422702273
30817,PETRILENI,417418,5,30773,23,3,3,6,5,0550422702381
30826,SUDRIGIU,417419,5,30773,23,3,3,6,5,0550422702466
30835,VALEA DE JOS,417421,5,30773,23,3,3,6,5,0550422702529
30844,ROŞIA,0,5,56,3,2,3,6,5,0550423000000
30853,ROŞIA,417425,5,30844,22,3,3,6,5,0550423302410
30862,LAZURI,417426,5,30844,23,3,3,6,5,0550423702319
32187,ROŞIORI,0,5,56,3,2,3,6,5,0550424000000
29136,ROŞIORI,417238,5,32187,22,3,3,6,5,0550424302411
29127,MIHAI BRAVU,417237,5,32187,23,3,3,6,5,0550424702345
29145,VAIDA,417239,5,32187,23,3,3,6,5,0550424702526
30871,SĂCĂDAT,0,5,56,3,2,3,6,5,0550425000000
30880,SĂCĂDAT,417430,5,30871,22,3,3,6,5,0550425302425
30899,BORŞA,417431,5,30871,23,3,3,6,5,0550425702140
30906,SĂBOLCIU,417432,5,30871,23,3,3,6,5,0550425702424
30988,SĂLACEA,0,5,56,3,2,3,6,5,0550426000000
30997,SĂLACEA,417445,5,30988,22,3,3,6,5,0550426302427
31002,OTOMANI,417446,5,30988,23,3,3,6,5,0550426702364
31011,SĂLARD,0,5,56,3,2,3,6,5,0550427000000
31020,SĂLARD,417450,5,31011,22,3,3,6,5,0550427302428
31039,HODOŞ,417451,5,31011,23,3,3,6,5,0550427702297
31048,SÂNTIMREU,417452,5,31011,23,3,3,6,5,0550427702449
31057,SÂMBĂTA,0,5,56,3,2,3,6,5,0550428000000
31066,SÂMBĂTA,417455,5,31057,22,3,3,6,5,0550428302439
31075,COPĂCENI,417456,5,31057,23,3,3,6,5,0550428702213
31084,OGEŞTI,417457,5,31057,23,3,3,6,5,0550428702356
31093,ROGOZ,417458,5,31057,23,3,3,6,5,0550428702406
31100,ROTĂREŞTI,417459,5,31057,23,3,3,6,5,0550428702412
31119,ZĂVOIU,417461,5,31057,23,3,3,6,5,0550428702551
28610,SÂNIOB,0,5,56,3,2,3,6,5,0550429000000
28647,SÂNIOB,417192,5,28610,22,3,3,6,5,0550429302440
28638,CENALOŞ,417191,5,28610,23,3,3,6,5,0550429702183
28629,CIUHOI,417190,5,28610,23,3,3,6,5,0550429702202
28656,SFÂRNAŞ,417193,5,28610,23,3,3,6,5,0550429702454
26582,SÂNMARTIN,0,5,56,3,2,3,6,5,0550430000000
26591,SÂNMARTIN,417495,5,26582,22,3,3,6,5,0550430302442
32143,BĂILE FELIX,417500,5,26582,23,3,3,6,5,0550430702114
26608,BETFIA,417497,5,26582,23,3,3,6,5,0550430702127
26617,CIHEI,417498,5,26582,23,3,3,6,5,0550430702200
26626,CORDĂU,417499,5,26582,23,3,3,6,5,0550430702216
26635,HAIEU,417501,5,26582,23,3,3,6,5,0550430702287
26644,RONTĂU,417502,5,26582,23,3,3,6,5,0550430702409
32179,SÂNNICOLAU ROMÂN,0,5,56,3,2,3,6,5,0550431000000
28326,SÂNNICOLAU ROMÂN,417153,5,32179,22,3,3,6,5,0550431302446
28273,BERECHIU,417147,5,32179,23,3,3,6,5,0550431702126
28317,ROIT,417152,5,32179,23,3,3,6,5,0550431702408
26653,SÂNTANDREI,0,5,56,3,2,3,6,5,0550432000000
26662,SÂNTANDREI,417515,5,26653,22,3,3,6,5,0550432302447
26671,PALOTA,417516,5,26653,23,3,3,6,5,0550432702366
31128,SÂRBI,0,5,56,3,2,3,6,5,0550433000000
31137,SÂRBI,417520,5,31128,22,3,3,6,5,0550433302452
31146,ALMAŞU MIC,417521,5,31128,23,3,3,6,5,0550433702103
31155,BURZUC,417522,5,31128,23,3,3,6,5,0550433702158
31164,CHIOAG,417523,5,31128,23,3,3,6,5,0550433702193
31173,FEGERNIC,417524,5,31128,23,3,3,6,5,0550433702254
31182,FEGERNICU NOU,417526,5,31128,23,3,3,6,5,0550433702255
31191,SARCĂU,417527,5,31128,23,3,3,6,5,0550433702421
31208,SPINUŞ,0,5,56,3,2,3,6,5,0550434000000
31217,SPINUŞ,417530,5,31208,22,3,3,6,5,0550434302461
31226,CIULEŞTI,417531,5,31208,23,3,3,6,5,0550434702203
31235,GURBEŞTI,417532,5,31208,23,3,3,6,5,0550434702285
31244,NĂDAR,417533,5,31208,23,3,3,6,5,0550434702351
31253,SĂLIŞTE,417534,5,31208,23,3,3,6,5,0550434702432
31262,SUPLACU DE BARCĂU,0,5,56,3,2,3,6,5,0550435000000
31271,SUPLACU DE BARCĂU,417535,5,31262,22,3,3,6,5,0550435302468
31280,BORUMLACA,417536,5,31262,23,3,3,6,5,0550435702141
31299,DOLEA,417537,5,31262,23,3,3,6,5,0550435702242
31306,FOGLAŞ,417538,5,31262,23,3,3,6,5,0550435702261
31315,VALEA CERULUI,417539,5,31262,23,3,3,6,5,0550435702527
31324,VÂLCELELE,417541,5,31262,23,3,3,6,5,0550435702545
31333,ŞIMIAN,0,5,56,3,2,3,6,5,0550436000000
31342,ŞIMIAN,417545,5,31333,22,3,3,6,5,0550436302477
31351,ŞILINDRU,417546,5,31333,23,3,3,6,5,0550436702476
31360,VOIVOZI,417547,5,31333,23,3,3,6,5,0550436702550
31379,ŞINTEU,0,5,56,3,2,3,6,5,0550437000000
31388,ŞINTEU,417550,5,31379,22,3,3,6,5,0550437302478
31397,HUTA VOIVOZI,417551,5,31379,23,3,3,6,5,0550437702305
31404,SOCET,417552,5,31379,23,3,3,6,5,0550437702458
31413,VALEA TÂRNEI,417553,5,31379,23,3,3,6,5,0550437702534
31422,ŞOIMI,0,5,56,3,2,3,6,5,0550438000000
31431,ŞOIMI,417555,5,31422,22,3,3,6,5,0550438302480
31440,BORZ,417556,5,31422,23,3,3,6,5,0550438702142
31459,CODRU,417557,5,31422,23,3,3,6,5,0550438702209
31468,DUMBRĂVIŢA DE CODRU,417558,5,31422,23,3,3,6,5,0550438702249
31477,POCLUŞA DE BEIUŞ,417559,5,31422,23,3,3,6,5,0550438702386
31486,SÂNNICOLAU DE BEIUŞ,417561,5,31422,23,3,3,6,5,0550438702444
31495,URSAD,417562,5,31422,23,3,3,6,5,0550438702522
31501,URVIŞ DE BEIUŞ,417563,5,31422,23,3,3,6,5,0550438702524
31510,ŞUNCUIUŞ,0,5,56,3,2,3,6,5,0550439000000
31529,ŞUNCUIUŞ,417565,5,31510,22,3,3,6,5,0550439302484
31538,BĂLNACA,417566,5,31510,23,3,3,6,5,0550439702119
31547,BĂLNACA-GROŞI,417567,5,31510,23,3,3,6,5,0550439702120
31556,ZECE HOTARE,417568,5,31510,23,3,3,6,5,0550439702552
31565,TARCEA,0,5,56,3,2,3,6,5,0550440000000
31574,TARCEA,417570,5,31565,22,3,3,6,5,0550440302489
31583,ADONI,417571,5,31565,23,3,3,6,5,0550440702097
31592,GALOŞPETREU,417572,5,31565,23,3,3,6,5,0550440702266
32153,TĂMĂŞEU,0,5,56,3,2,3,6,5,0550441000000
27490,TĂMĂŞEU,417056,5,32153,22,3,3,6,5,0550441302491
27463,NIUVED,417052,5,32153,23,3,3,6,5,0550441702353
27472,PARHIDA,417053,5,32153,23,3,3,6,5,0550441702367
27481,SATU NOU,417054,5,32153,23,3,3,6,5,0550441702423
31609,TĂRCAIA,0,5,56,3,2,3,6,5,0550442000000
31618,TĂRCAIA,417575,5,31609,22,3,3,6,5,0550442302492
31627,MIERAG,417576,5,31609,23,3,3,6,5,0550442702342
31636,TĂRCĂIŢA,417577,5,31609,23,3,3,6,5,0550442702493
31645,TOTORENI,417578,5,31609,23,3,3,6,5,0550442702512
31654,TĂUTEU,0,5,56,3,2,3,6,5,0550443000000
31663,TĂUTEU,417580,5,31654,22,3,3,6,5,0550443302498
31672,BOGEI,417581,5,31654,23,3,3,6,5,0550443702134
31681,CHIRIBIŞ,417582,5,31654,23,3,3,6,5,0550443702195
31690,CIUTELEC,417583,5,31654,23,3,3,6,5,0550443702205
31707,POIANA,417584,5,31654,23,3,3,6,5,0550443702388
31716,TILEAGD,0,5,56,3,2,3,6,5,0550444000000
31725,TILEAGD,417585,5,31716,22,3,3,6,5,0550444302502
31734,BĂLAIA,417586,5,31716,23,3,3,6,5,0550444702117
31743,CĂLĂTANI,417587,5,31716,23,3,3,6,5,0550444702167
31752,POŞOLOACA,417588,5,31716,23,3,3,6,5,0550444702397
31761,TILECUŞ,417589,5,31716,23,3,3,6,5,0550444702503
31770,UILEACU DE CRIŞ,417591,5,31716,23,3,3,6,5,0550444702520
31789,TINCA,0,5,56,3,2,3,6,5,0550445000000
31798,TINCA,417595,5,31789,22,3,3,6,5,0550445302505
31805,BELFIR,417596,5,31789,23,3,3,6,5,0550445702125
31814,GIRIŞU NEGRU,417597,5,31789,23,3,3,6,5,0550445702277
31823,GURBEDIU,417598,5,31789,23,3,3,6,5,0550445702284
31832,RÂPA,417599,5,31789,23,3,3,6,5,0550445702401
32201,TOBOLIU,0,5,56,3,2,3,6,5,0550446000000
29500,TOBOLIU,417273,5,32201,22,3,3,6,5,0550446302506
29485,CHERESIG,417271,5,32201,23,3,3,6,5,0550446702187
31841,TULCA,0,5,56,3,2,3,6,5,0550447000000
31850,TULCA,417600,5,31841,22,3,3,6,5,0550447302514
31869,CĂUAŞD,417601,5,31841,23,3,3,6,5,0550447702175
31878,ŢEŢCHEA,0,5,56,3,2,3,6,5,0550448000000
31887,ŢEŢCHEA,417605,5,31878,22,3,3,6,5,0550448302515
31896,HOTAR,417606,5,31878,23,3,3,6,5,0550448702300
31903,SUBPIATRĂ,417607,5,31878,23,3,3,6,5,0550448702465
31912,TELECHIU,417608,5,31878,23,3,3,6,5,0550448702501
31921,UILEACU DE BEIUŞ,0,5,56,3,2,3,6,5,0550449000000
31930,UILEACU DE BEIUŞ,417610,5,31921,22,3,3,6,5,0550449302519
31949,FORĂU,417611,5,31921,23,3,3,6,5,0550449702263
31958,PRISACA,417612,5,31921,23,3,3,6,5,0550449702398
31967,VĂLANII DE BEIUŞ,417613,5,31921,23,3,3,6,5,0550449702539
31976,VADU CRIŞULUI,0,5,56,3,2,3,6,5,0550450000000
31985,VADU CRIŞULUI,417615,5,31976,22,3,3,6,5,0550450302525
31994,BIRTIN,417616,5,31976,23,3,3,6,5,0550450702132
32009,TOMNATIC,417617,5,31976,23,3,3,6,5,0550450702507
32018,TOPA DE CRIŞ,417618,5,31976,23,3,3,6,5,0550450702508
32090,VÂRCIOROG,0,5,56,3,2,3,6,5,0550451000000
32107,VÂRCIOROG,417620,5,32090,22,3,3,6,5,0550451302546
32116,FÂŞCA,417621,5,32090,23,3,3,6,5,0550451702253
32125,SURDUCEL,417622,5,32090,23,3,3,6,5,0550451702471
32134,ŞERGHIŞ,417623,5,32090,23,3,3,6,5,0550451702475
32045,VIIŞOARA,0,5,56,3,2,3,6,5,0550452000000
32054,VIIŞOARA,417625,5,32045,22,3,3,6,5,0550452302547
32063,IZVOARELE,417626,5,32045,23,3,3,6,5,0550452702315
32072,PĂDURENI,417627,5,32045,23,3,3,6,5,0550452702370
32081,REGHEA,417628,5,32045,23,3,3,6,5,0550452702402
65,JUDEŢUL BISTRIŢA-NĂSĂUD,0,6,1,40,1,0,6,6,0600000000000
32394,MUNICIPIUL BISTRIŢA,0,6,65,1,2,1,6,6,0610482000000
32401,BISTRIŢA,420008,6,32394,9,3,1,6,6,0610482102571
32410,GHINDA,420001,6,32394,10,3,1,6,6,0610482502648
32429,SĂRATA,420002,6,32394,10,3,1,6,6,0610482502737
32438,SIGMIR,420003,6,32394,10,3,1,6,6,0610482502748
32447,SLĂTINIŢA,420004,6,32394,10,3,1,6,6,0610482502752
32456,UNIREA,420005,6,32394,10,3,1,6,6,0610482502785
32465,VIIŞOARA,420006,6,32394,10,3,1,6,6,0610482502797
32483,ORAŞ BECLEAN,0,6,65,2,2,1,6,6,0630486000000
32492,BECLEAN,425100,6,32483,17,3,1,6,6,0630486202567
32508,COLDĂU,425101,6,32483,19,3,1,6,6,0630486602608
32517,FIGA,425102,6,32483,19,3,1,6,6,0630486602642
32526,RUSU DE JOS,425103,6,32483,19,3,1,6,6,0630486602731
32544,ORAŞ NĂSĂUD,0,6,65,2,2,1,6,6,0630487000000
